BEN_REG,sexe,age,GEN_NUM,CIP13,total_boites
11,1,20,815,3400921868654,5090
11,1,20,815,3400922164489,3087
11,1,20,815,3400927384486,18
11,1,20,815,3400938014914,773
11,1,20,815,3400938681185,310
11,1,20,815,3400939914459,121
11,1,60,814,3400922161419,4461
11,1,60,814,3400926775575,29
11,1,60,814,3400939278551,208
11,1,60,814,3400939278902,265
11,1,60,814,3400949625529,223
11,1,60,815,3400938679007,1267
11,1,60,815,3400939510491,11299
11,1,60,815,3400949625987,473
11,2,20,814,3400927384257,27
11,2,20,814,3400938632040,567
11,2,20,814,3400939909608,380
11,2,20,814,3400939914749,222
11,2,20,815,3400921867992,4579
11,2,60,814,3400922164199,14254
11,2,60,815,3400922161709,2521
11,2,60,815,3400922165141,6800
11,2,60,815,3400926775926,17
24,1,20,814,3400938632040,225
24,1,20,814,3400939909608,27
24,1,20,815,3400921867992,1159
24,1,60,814,3400922164199,2184
24,1,60,815,3400922161709,859
24,2,20,814,3400922161419,187
24,2,20,814,3400939278551,123
24,2,20,814,3400939278902,144
24,2,20,814,3400949625529,59
24,2,20,815,3400938679007,56
24,2,20,815,3400949625987,116
24,2,60,814,3400922161587,1417
24,2,60,814,3400938014792,2029
24,2,60,815,3400922161648,922
27,1,20,814,3400922161587,417
27,1,20,814,3400938014792,185
27,1,20,814,3400938014853,223
27,1,20,815,3400922161648,203
27,1,60,814,3400927384257,18
27,1,60,814,3400939914749,182
27,1,60,815,3400938015164,617
27,2,20,814,3400921867244,2208
27,2,20,814,3400939507361,867
27,2,60,814,3400949625178,486
27,2,60,815,3400939279961,17
27,2,60,815,3400949626298,108
28,1,20,815,3400938015164,113
28,1,20,815,3400939511092,741
28,1,60,814,3400922162997,985
28,1,60,814,3400939507941,3562
28,1,60,815,3400921868654,5280
28,1,60,815,3400922164489,654
28,1,60,815,3400922165141,1414
28,1,60,815,3400938014914,702
28,1,60,815,3400938681185,686
28,2,20,814,3400938014853,337
28,2,20,814,3400949625178,42
28,2,20,815,3400922161648,112
28,2,60,814,3400938632040,1207
28,2,60,815,3400921867992,9128
32,1,20,814,3400922164199,1723
32,1,20,815,3400922161709,1116
32,1,20,815,3400922165141,1090
32,1,20,815,3400926775926,19
32,1,60,814,3400921866643,9170
32,1,60,814,3400921867244,11971
32,1,60,814,3400938621914,2052
32,1,60,814,3400939507361,10357
32,2,20,814,3400922161587,1840
32,2,20,814,3400938014792,454
32,2,20,815,3400926775865,24
32,2,60,814,3400939914749,162
32,2,60,815,3400938015164,2084
32,2,60,815,3400939279442,28
32,2,60,815,3400939511092,10264
32,2,60,815,3400939914169,195
44,1,20,814,3400922161419,358
44,1,20,814,3400926775575,23
44,1,20,814,3400939278551,127
44,1,20,814,3400939278902,378
44,1,20,814,3400949625529,418
44,1,20,815,3400938679007,200
44,1,20,815,3400939510491,501
44,1,20,815,3400949625987,317
44,1,60,814,3400926775636,139
44,1,60,814,3400938014792,1186
44,1,60,814,3400938014853,1814
44,1,60,815,3400922161648,1146
44,2,20,814,3400922164199,913
44,2,20,814,3400939507941,1294
44,2,20,815,3400922161709,354
44,2,20,815,3400922165141,335
44,2,20,815,3400926775926,43
44,2,60,814,3400921866643,10213
44,2,60,814,3400921867244,10453
44,2,60,814,3400938621914,1655
44,2,60,814,3400939507361,4324
52,1,20,814,3400922161587,203
52,1,20,814,3400938014792,51
52,1,20,814,3400938014853,184
52,1,20,815,3400922161648,75
44,2,20,814,3400921866643,1928
44,2,20,814,3400938621914,287
44,2,20,815,3400921868654,1238
44,2,20,815,3400938014914,159
44,2,20,815,3400939511092,611
44,2,60,814,3400922161419,2234
44,2,60,814,3400922162997,2327
44,2,60,814,3400926775575,697
44,2,60,814,3400939278902,1071
44,2,60,814,3400939507941,4260
44,2,60,814,3400949625529,1114
44,2,60,815,3400922164489,1591
44,2,60,815,3400938681185,1078
44,2,60,815,3400939510491,3068
44,2,60,815,3400939914459,37
44,2,60,815,3400949625987,1770
52,1,20,815,3400949626298,67
52,1,60,814,3400922161587,585
52,1,60,814,3400938014792,601
52,1,60,814,3400938632040,1438
52,1,60,815,3400921867992,3355
52,2,20,814,3400922161419,92
52,2,20,814,3400922162997,226
52,2,20,814,3400939278902,81
52,2,20,814,3400939507941,2995
52,2,20,814,3400949625529,74
52,2,20,815,3400922164489,74
52,2,20,815,3400938681185,221
52,2,20,815,3400939510491,497
52,2,20,815,3400949625987,39
52,2,60,814,3400926775636,49
52,2,60,814,3400939278551,341
52,2,60,815,3400922161648,503
52,2,60,815,3400938679007,972
53,1,20,814,3400927384257,42
53,1,60,814,3400922164199,2345
53,1,60,815,3400922161709,946
53,2,20,814,3400922161419,352
53,2,20,814,3400922161587,440
53,2,20,814,3400938014792,207
53,2,20,814,3400939278902,23
53,2,20,814,3400949625529,22
53,2,60,814,3400926775636,13
53,2,60,815,3400922161648,1835
53,2,60,815,3400926775865,24
53,2,60,815,3400939511092,2543
75,1,20,814,3400922162997,853
75,1,20,815,3400922164489,531
75,1,20,815,3400938015164,319
75,1,20,815,3400938681185,312
75,1,20,815,3400939279442,24
75,1,20,815,3400939914459,49
75,1,60,814,3400921866643,16233
75,1,60,814,3400938621914,2018
75,1,60,814,3400939278551,246
75,1,60,815,3400921868654,9075
75,1,60,815,3400938014914,1697
75,1,60,815,3400938679007,1385
75,2,20,814,3400926775636,16
75,2,20,815,3400922161648,348
75,2,20,815,3400939279961,29
75,2,60,814,3400927384257,53
75,2,60,814,3400939507941,11433
75,2,60,814,3400939914749,444
75,2,60,815,3400926775926,47
75,2,60,815,3400927384486,31
75,2,60,815,3400938681185,1119
76,1,20,814,3400922161419,344
76,1,20,814,3400926775575,22
76,1,20,814,3400939278902,92
76,1,20,814,3400949625178,50
76,1,20,815,3400922164489,458
76,1,20,815,3400939914459,15
76,1,60,814,3400939278551,117
76,1,60,814,3400939909608,462
76,1,60,815,3400926775865,42
76,1,60,815,3400938679007,2118
76,2,20,815,3400921868654,1127
76,2,20,815,3400922165141,366
76,2,20,815,3400938014914,196
76,2,60,814,3400922161419,2404
76,2,60,814,3400922162997,5332
76,2,60,814,3400939507941,5859
76,2,60,814,3400949625529,255
76,2,60,815,3400926775926,47
76,2,60,815,3400927384486,11
76,2,60,815,3400938681185,2146
76,2,60,815,3400939510491,5148
76,2,60,815,3400949625987,468
84,1,20,814,3400939278551,54
84,1,20,814,3400939909608,269
84,1,20,815,3400938679007,428
84,1,60,814,3400922161587,1619
84,1,60,814,3400938014792,2362
84,1,60,815,3400938015164,1647
84,1,60,815,3400939279442,75
84,2,20,814,3400922161419,472
84,2,20,814,3400922162997,1358
84,2,20,814,3400939278902,76
84,2,20,814,3400939507941,1817
84,2,20,814,3400949625529,105
84,2,20,815,3400938681185,224
84,2,20,815,3400939510491,886
84,2,20,815,3400949625987,85
84,2,60,814,3400926775636,99
84,2,60,814,3400939278551,289
84,2,60,815,3400922161648,2215
84,2,60,815,3400939279961,92
93,1,20,815,3400922164489,736
93,1,20,815,3400939914459,16
93,1,60,814,3400921866643,22774
93,1,60,814,3400921867244,10026
93,1,60,814,3400938621914,4128
93,1,60,814,3400939278551,138
93,1,60,814,3400939507361,13230
93,1,60,815,3400938014914,3028
93,1,60,815,3400938679007,2719
93,2,20,814,3400926775636,13
93,2,20,815,3400922161648,277
44,1,20,815,3400921868654,1839
44,1,60,814,3400939278551,591
44,1,60,814,3400949625529,887
44,1,60,815,3400938015164,1116
44,1,60,815,3400939510491,2110
44,1,60,815,3400949625987,1397
44,2,20,814,3400921867244,3363
44,2,60,815,3400922161709,1468
44,2,60,815,3400926775926,110
44,2,60,815,3400939279961,149
52,1,20,814,3400939278551,37
52,1,20,814,3400949625529,78
52,1,20,815,3400938015164,157
52,1,20,815,3400939510491,659
52,1,20,815,3400949625987,55
52,1,60,814,3400922162997,1173
52,1,60,814,3400922164199,3021
52,1,60,814,3400927384196,67
52,1,60,814,3400939507941,9132
52,1,60,815,3400922161648,350
52,1,60,815,3400922165141,1837
52,1,60,815,3400927384486,30
52,1,60,815,3400938681185,1132
52,1,60,815,3400949626298,200
52,2,20,815,3400922161709,73
52,2,60,814,3400938632040,1840
52,2,60,814,3400939507361,6682
52,2,60,815,3400921867992,4017
53,1,20,814,3400922162997,795
53,1,20,814,3400938014792,126
53,1,20,814,3400939507941,1301
53,1,20,815,3400921868654,1611
53,1,20,815,3400922164489,368
53,1,20,815,3400938681185,245
53,1,60,814,3400949625529,85
53,1,60,815,3400938015164,648
53,1,60,815,3400938679007,1405
53,1,60,815,3400939279442,25
53,1,60,815,3400939510491,4431
53,1,60,815,3400949625987,244
53,2,20,814,3400921867244,3196
53,2,20,814,3400927384257,38
53,2,20,814,3400938632040,404
53,2,20,815,3400921867992,904
53,2,60,814,3400927384196,377
53,2,60,815,3400922161709,908
53,2,60,815,3400949626298,48
75,1,20,814,3400921867244,5041
75,1,20,814,3400938632040,438
75,1,20,814,3400939914749,123
75,1,20,815,3400921867992,2019
75,1,60,814,3400927384196,258
75,1,60,815,3400922161709,2582
75,1,60,815,3400939279961,115
75,1,60,815,3400949626298,358
75,2,20,814,3400949625178,104
75,2,20,815,3400938679007,186
75,2,20,815,3400939914169,73
75,2,60,814,3400921866643,24495
75,2,60,814,3400922161587,3708
75,2,60,814,3400938621914,2962
75,2,60,814,3400939909608,802
75,2,60,815,3400938014914,3098
76,1,20,814,3400926775636,29
76,1,20,814,3400938014853,523
76,1,20,815,3400921868654,2026
76,1,20,815,3400922161709,281
76,1,20,815,3400939279961,13
76,1,60,814,3400938632040,3464
76,1,60,815,3400921867992,12482
76,1,60,815,3400939510491,4355
76,2,20,814,3400921866643,3548
76,2,20,814,3400921867244,3647
76,2,20,814,3400938621914,738
76,2,20,814,3400939909608,67
76,2,60,814,3400939278902,285
76,2,60,815,3400938679007,2192
76,2,60,815,3400939914169,231
84,1,20,814,3400938632040,742
84,1,20,815,3400921867992,5082
84,1,20,815,3400938015164,481
84,1,20,815,3400939510491,1450
84,1,60,814,3400922164199,4001
84,1,60,814,3400927384196,98
84,1,60,814,3400939507941,4979
84,1,60,814,3400949625178,545
84,1,60,815,3400922161648,2234
84,1,60,815,3400922165141,2925
84,1,60,815,3400949626298,287
84,2,20,815,3400922161709,235
84,2,20,815,3400938679007,246
84,2,20,815,3400939279961,25
84,2,20,815,3400939914169,157
84,2,60,814,3400922161587,1874
84,2,60,814,3400939507361,11889
84,2,60,815,3400926775865,82
93,1,20,814,3400949625529,28
93,1,20,815,3400927384318,28
93,1,20,815,3400938015164,306
93,1,20,815,3400939510491,1417
93,1,20,815,3400949625987,25
93,1,60,814,3400922164199,2065
93,1,60,814,3400938014853,1960
93,1,60,815,3400922161648,1731
93,1,60,815,3400922165141,1261
93,1,60,815,3400926775926,27
93,2,20,815,3400922161709,94
93,2,20,815,3400939511092,452
93,2,60,814,3400939507361,15762
93,2,60,815,3400922164489,3770
93,2,60,815,3400926775865,75
93,2,60,815,3400927384318,169
93,2,60,815,3400939914459,88
93,2,99,814,3400921867244,24
93,2,99,815,3400921867992,37
99,1,20,814,3400922164199,18
99,1,20,815,3400926775926,42
99,1,60,814,3400921866643,142
99,1,60,814,3400921867244,145
44,2,20,814,3400938014792,402
44,2,20,814,3400939278902,380
44,2,20,814,3400939914749,25
44,2,20,815,3400922164489,163
44,2,20,815,3400938681185,274
44,2,60,814,3400926775636,198
44,2,60,815,3400921868654,5291
44,2,60,815,3400938679007,841
44,2,60,815,3400939914169,100
52,1,20,814,3400922164199,886
52,1,20,814,3400938632040,534
52,1,20,814,3400949625178,94
52,1,20,815,3400921867992,688
52,1,60,814,3400921866643,4648
52,1,60,814,3400921867244,8545
52,1,60,814,3400938621914,970
52,1,60,815,3400938014914,395
52,1,60,815,3400939511092,5984
52,2,20,814,3400926775636,13
52,2,20,815,3400921868654,959
52,2,20,815,3400938679007,101
52,2,60,814,3400922161587,629
52,2,60,814,3400926775575,29
52,2,60,814,3400938014853,2075
52,2,60,814,3400949625529,270
52,2,60,815,3400938015164,1116
52,2,60,815,3400939510491,4217
52,2,60,815,3400949625987,548
53,1,20,815,3400922161709,227
53,1,20,815,3400927384318,52
53,1,60,814,3400939507361,6669
53,1,60,815,3400926775926,16
53,2,20,814,3400921866643,2464
53,2,20,814,3400938621914,377
53,2,20,814,3400939278551,26
53,2,20,815,3400938014914,91
53,2,20,815,3400939511092,422
53,2,60,814,3400922161419,3080
53,2,60,814,3400922162997,5140
53,2,60,814,3400938014792,2259
53,2,60,814,3400939278902,72
53,2,60,814,3400939507941,4745
53,2,60,815,3400922164489,3137
53,2,60,815,3400927384486,47
53,2,60,815,3400938681185,1033
75,1,20,814,3400921866643,3542
75,1,20,814,3400938621914,376
75,1,20,814,3400939278551,46
75,1,20,814,3400939909608,118
75,1,20,815,3400938014914,213
75,1,20,815,3400939511092,1777
75,1,60,814,3400922161419,3756
75,1,60,814,3400922162997,3929
75,1,60,814,3400938014792,2218
75,1,60,814,3400939278902,394
75,1,60,814,3400939507941,9043
75,1,60,814,3400939914749,330
75,1,60,815,3400922164489,3036
75,1,60,815,3400927384486,29
75,1,60,815,3400938681185,1129
75,1,60,815,3400939914459,175
75,2,20,814,3400938014853,577
75,2,20,814,3400949625529,102
75,2,20,815,3400938015164,224
75,2,20,815,3400939510491,835
75,2,20,815,3400949625987,100
75,2,60,814,3400922164199,4213
75,2,60,814,3400938632040,1920
75,2,60,814,3400949625178,714
75,2,60,815,3400921867992,14142
75,2,60,815,3400922161648,3450
75,2,60,815,3400922165141,2498
76,1,20,814,3400939507361,1449
76,1,20,815,3400938679007,404
76,1,20,815,3400939914169,44
76,1,60,814,3400922161587,1783
76,1,60,814,3400926775575,151
76,1,60,814,3400949625529,202
76,1,60,815,3400938015164,1144
76,1,60,815,3400939279442,44
76,1,60,815,3400949625987,411
76,2,20,814,3400922161419,356
76,2,20,814,3400922162997,644
76,2,20,814,3400938014792,494
76,2,20,814,3400939278902,59
76,2,20,814,3400939507941,1432
76,2,20,814,3400939914749,29
76,2,20,815,3400922164489,301
76,2,20,815,3400938681185,398
76,2,20,815,3400939914459,19
76,2,60,814,3400926775636,77
76,2,60,815,3400921868654,7204
76,2,60,815,3400922161709,1071
76,2,60,815,3400939279961,68
76,2,99,814,3400921866643,45
84,1,20,814,3400922161587,580
84,1,20,814,3400926775575,12
84,1,20,814,3400949625178,225
84,1,20,814,3400949625529,92
84,1,20,815,3400939279442,27
84,1,20,815,3400949625987,178
84,1,60,814,3400921866643,32038
84,1,60,814,3400938621914,2921
84,1,60,814,3400939278551,215
84,1,60,815,3400938014914,2274
84,1,60,815,3400939511092,3385
84,2,20,814,3400926775636,18
84,2,20,815,3400921868654,2288
84,2,60,814,3400938014853,4601
84,2,60,814,3400949625529,295
84,2,60,815,3400926775926,55
84,2,60,815,3400938015164,2387
84,2,60,815,3400939510491,6800
93,1,20,814,3400939507361,2374
93,1,20,815,3400938679007,512
93,1,20,815,3400939914169,37
93,1,60,814,3400922161587,1015
93,1,60,814,3400926775575,110
93,1,60,814,3400949625178,311
52,2,60,814,3400922161419,517
52,2,60,814,3400922162997,1895
52,2,60,814,3400927384196,62
52,2,60,814,3400927384257,58
52,2,60,814,3400938014792,1193
52,2,60,814,3400939278902,274
52,2,60,814,3400939507941,11127
52,2,60,815,3400922164489,963
52,2,60,815,3400927384486,29
52,2,60,815,3400938681185,1135
53,1,20,814,3400922164199,732
53,1,20,814,3400938632040,378
53,1,20,814,3400949625178,34
53,1,20,815,3400921867992,1504
53,1,20,815,3400922165141,450
53,1,60,814,3400921866643,11669
53,1,60,814,3400921867244,10015
53,1,60,814,3400938621914,1942
53,1,60,815,3400939511092,2727
53,1,60,815,3400949626298,60
53,2,20,814,3400939507361,1136
53,2,20,815,3400921868654,1001
53,2,20,815,3400938679007,159
53,2,60,814,3400922161587,1694
53,2,60,814,3400926775575,13
53,2,60,814,3400949625529,85
53,2,60,815,3400938015164,1059
53,2,60,815,3400939279442,17
53,2,60,815,3400939510491,5829
53,2,60,815,3400949625987,179
75,1,20,814,3400939507361,2155
75,1,20,815,3400921868654,2446
75,1,20,815,3400938679007,233
75,1,20,815,3400939914169,74
75,1,60,814,3400922161587,3045
75,1,60,814,3400926775575,99
75,1,60,814,3400949625529,279
75,1,60,815,3400938015164,1502
75,1,60,815,3400939279442,173
75,1,60,815,3400939510491,6008
75,1,60,815,3400949625987,571
75,2,20,814,3400922162997,779
75,2,20,814,3400927384196,42
75,2,20,814,3400927384257,16
75,2,20,814,3400939507941,2984
75,2,20,814,3400939914749,82
75,2,20,815,3400938681185,177
75,2,20,815,3400949626298,65
75,2,60,814,3400926775636,79
75,2,60,815,3400921868654,8659
75,2,60,815,3400922161709,2356
75,2,60,815,3400927384318,183
75,2,60,815,3400939279961,104
76,1,20,814,3400921866643,3952
76,1,20,814,3400921867244,4360
76,1,20,814,3400938621914,819
76,1,20,814,3400939909608,59
76,1,20,815,3400938014914,227
76,1,20,815,3400939511092,821
76,1,60,814,3400922161419,1633
76,1,60,814,3400922162997,4123
76,1,60,814,3400938014792,1935
76,1,60,814,3400939278902,226
76,1,60,815,3400922164489,2456
76,1,60,815,3400939914459,72
76,2,20,814,3400922161587,420
76,2,20,814,3400938014853,500
76,2,20,814,3400949625529,34
76,2,20,815,3400938015164,204
76,2,20,815,3400939510491,552
76,2,20,815,3400949625987,46
76,2,60,814,3400922164199,4391
76,2,60,814,3400939278551,201
76,2,60,815,3400922161648,1385
76,2,60,815,3400922165141,2550
84,1,20,814,3400922161419,667
84,1,20,814,3400938014792,453
84,1,20,814,3400939278902,103
84,1,20,815,3400922164489,998
84,1,20,815,3400939914459,76
84,1,60,814,3400939507361,9336
84,1,60,815,3400921868654,11871
84,1,60,815,3400926775865,61
84,1,60,815,3400938679007,2079
84,1,60,815,3400939914169,1094
84,2,20,814,3400922164199,1363
84,2,20,814,3400939278551,49
84,2,20,815,3400922161648,253
84,2,20,815,3400922165141,524
84,2,20,815,3400938014914,321
84,2,60,814,3400922162997,9127
84,2,60,814,3400927384196,146
84,2,60,814,3400927384257,75
84,2,60,814,3400939507941,6271
84,2,60,814,3400939914749,494
84,2,60,815,3400927384486,26
84,2,60,815,3400938681185,1146
84,2,60,815,3400949626298,318
93,1,20,814,3400921866643,5207
93,1,20,814,3400921867244,3307
93,1,20,814,3400938621914,894
93,1,20,814,3400939909608,133
93,1,20,815,3400938014914,542
93,1,20,815,3400939511092,711
93,1,60,814,3400922161419,2636
93,1,60,814,3400938014792,4691
93,1,60,814,3400939278902,117
93,1,60,815,3400922164489,3423
93,1,60,815,3400939914459,114
93,1,99,815,3400921867992,33
93,2,20,814,3400922161587,275
93,2,20,814,3400938014853,438
93,2,20,814,3400949625529,20
93,2,20,815,3400938015164,216
93,2,20,815,3400939510491,1067
93,2,20,815,3400949625987,36
93,2,60,814,3400922164199,2690
93,2,60,814,3400939278551,145
93,2,60,815,3400922161648,1824
99,1,60,814,3400938632040,22
99,1,60,815,3400921867992,76
99,2,0,814,3400939507941,17
99,2,20,815,3400926775865,34
99,2,20,815,3400927384486,41
99,2,60,815,3400938015164,20
99,2,60,815,3400939279442,29
99,2,60,815,3400939510491,32
99,9,0,814,3400922161587,20
99,9,99,814,3400938014853,15
99,9,99,815,3400922161648,64
99,9,99,815,3400922165141,15
93,2,60,815,3400922165141,1229
93,2,60,815,3400938014914,5422
99,1,0,814,3400921867244,26
99,1,0,814,3400939507941,26
99,1,20,814,3400939507941,12
99,1,20,815,3400927384486,40
99,1,60,815,3400921868654,105
99,1,60,815,3400922167152,14
99,1,99,814,3400921866643,42
99,1,99,814,3400921867244,23
99,2,60,814,3400921867244,91
99,2,60,814,3400927384196,31
99,2,60,814,3400927384257,12
99,9,99,814,3400922162997,57
99,9,99,814,3400938014792,30
52,1,20,814,3400922161419,127
52,1,20,814,3400939278902,88
52,1,20,815,3400938679007,135
52,1,60,814,3400926775636,21
52,1,60,814,3400938014853,940
52,1,60,815,3400921868654,5233
52,1,60,815,3400922161709,407
52,1,60,815,3400926775926,26
52,1,60,815,3400939279961,40
52,2,20,814,3400922164199,879
52,2,20,814,3400949625178,108
52,2,20,815,3400922165141,267
52,2,20,815,3400949626298,59
52,2,60,814,3400921866643,7258
52,2,60,814,3400921867244,10306
52,2,60,814,3400938621914,1463
52,2,60,815,3400927384318,20
53,1,20,814,3400921866643,2647
53,1,20,814,3400922161587,429
53,1,20,814,3400938014853,197
53,1,20,814,3400938621914,470
53,1,20,815,3400922161648,230
53,1,20,815,3400938014914,67
53,1,60,814,3400922161419,2023
53,1,60,814,3400927384257,134
53,1,60,814,3400939278551,120
53,1,60,814,3400939278902,69
53,2,20,815,3400939510491,576
53,2,60,814,3400922164199,2810
53,2,60,814,3400938014853,1946
53,2,60,814,3400949625178,307
53,2,60,815,3400922165141,1618
53,2,60,815,3400926775926,17
75,1,20,815,3400939510491,1163
75,1,60,814,3400922164199,3672
75,1,60,814,3400938014853,2052
75,1,60,814,3400949625178,476
75,1,60,815,3400922165141,2632
75,1,60,815,3400926775926,28
75,2,20,814,3400922161419,762
75,2,20,814,3400939278902,132
75,2,20,815,3400939511092,1287
75,2,60,814,3400922162997,5843
75,2,60,814,3400938014792,5314
75,2,60,814,3400939507361,13703
75,2,60,815,3400922164489,3695
75,2,60,815,3400926775865,120
75,2,60,815,3400939914459,181
76,1,20,814,3400922162997,814
76,1,20,814,3400922164199,1229
76,1,20,814,3400939507941,1714
76,1,20,815,3400922161648,238
76,1,20,815,3400922165141,528
76,1,20,815,3400938681185,657
76,1,20,815,3400949626298,52
76,1,60,814,3400921867244,13599
76,1,60,814,3400939914749,160
76,2,20,814,3400938632040,1003
76,2,20,814,3400939507361,1263
76,2,20,815,3400921867992,1427
76,2,60,814,3400926775575,233
76,2,60,814,3400949625178,469
76,2,60,815,3400939279442,43
76,2,60,815,3400939511092,2829
84,1,20,814,3400927384257,29
84,1,20,814,3400939914749,202
84,1,60,814,3400926775636,81
84,1,60,814,3400938014853,2054
84,1,60,815,3400922161709,1245
84,1,60,815,3400926775926,75
84,1,60,815,3400939279961,86
84,2,20,814,3400949625178,98
84,2,20,815,3400939279442,16
84,2,20,815,3400939511092,648
84,2,20,815,3400949626298,49
84,2,60,814,3400921866643,43432
84,2,60,814,3400921867244,23605
84,2,60,814,3400938014792,5657
84,2,60,814,3400938621914,3957
84,2,60,814,3400939909608,1836
84,2,60,815,3400922164489,5864
84,2,60,815,3400938014914,3614
84,2,60,815,3400939914459,236
93,1,20,814,3400922161419,629
93,1,20,814,3400927384257,20
93,1,20,814,3400939278902,20
93,1,20,814,3400939914749,96
93,1,60,814,3400922162997,4839
93,1,60,814,3400926775636,19
93,1,60,814,3400927384196,280
93,1,60,814,3400939507941,4328
93,1,60,815,3400921868654,5344
93,1,60,815,3400922161709,739
93,1,60,815,3400927384486,23
93,1,60,815,3400938681185,958
93,1,60,815,3400939279961,21
93,1,60,815,3400949626298,104
93,2,20,814,3400922164199,589
93,2,20,814,3400949625178,50
93,2,60,814,3400921866643,28893
93,2,60,814,3400921867244,10781
93,2,60,814,3400922161587,1232
93,2,60,814,3400938621914,5344
93,2,60,814,3400938632040,1541
93,2,60,814,3400939909608,661
93,2,60,815,3400921867992,16284
99,1,20,814,3400927384196,28
99,1,20,815,3400939279961,23
99,1,60,814,3400939507361,29
99,1,60,815,3400926775865,19
99,1,60,815,3400927384318,23
99,1,99,815,3400921867992,59
99,2,20,814,3400921866643,31
99,2,60,814,3400922161419,29
99,2,60,815,3400939511092,26
99,9,99,815,3400922161709,17
99,9,99,815,3400938681185,21
93,2,20,815,3400939914169,44
93,2,60,814,3400922162997,6186
93,2,60,814,3400927384257,67
93,2,60,814,3400939507941,5046
93,2,60,814,3400939914749,278
93,2,60,815,3400926775926,31
93,2,60,815,3400927384486,46
93,2,60,815,3400938015164,1715
93,2,60,815,3400938681185,858
99,1,0,815,3400921867992,35
99,1,20,814,3400926775636,27
99,1,20,815,3400926775865,61
99,1,20,815,3400939511092,29
99,1,20,815,3400939914169,16
99,1,60,814,3400922162997,54
99,1,60,814,3400927384257,13
99,1,60,814,3400939507941,91
99,1,60,815,3400922164489,21
99,1,60,815,3400927384486,13
99,1,60,815,3400938015164,22
99,1,60,815,3400939279442,32
99,2,0,814,3400921866643,20
99,2,0,814,3400921867244,19
99,2,0,814,3400939507361,36
99,2,20,814,3400921867244,53
99,2,20,814,3400927384196,17
99,2,20,815,3400949626298,31
99,2,60,814,3400922165660,22
99,2,60,815,3400921867992,61
99,2,60,815,3400927384318,24
99,2,99,815,3400921868654,34
99,9,99,815,3400939511092,17
44,1,60,815,3400938681185,1067
44,2,20,814,3400938014853,591
44,2,20,814,3400949625178,378
44,2,20,815,3400939279961,37
44,2,20,815,3400949626298,205
44,2,60,814,3400938632040,1483
44,2,60,814,3400939909608,151
44,2,60,815,3400921867992,6337
44,2,60,815,3400926775865,401
52,1,20,814,3400922162997,318
52,1,20,814,3400939507941,2966
52,1,20,815,3400921868654,1370
52,1,20,815,3400922164489,176
52,1,20,815,3400922165141,492
52,1,20,815,3400938014914,59
52,1,20,815,3400938681185,334
52,1,60,814,3400922161419,490
52,1,60,814,3400939278551,183
52,1,60,814,3400939278902,218
52,1,60,814,3400949625529,212
52,1,60,815,3400939510491,3180
52,1,60,815,3400949625987,379
52,2,20,814,3400927384257,15
52,2,20,814,3400938632040,457
52,2,20,815,3400921867992,493
52,2,60,814,3400922164199,3494
52,2,60,815,3400922161709,465
52,2,60,815,3400926775926,22
52,2,60,815,3400939511092,5931
53,1,20,814,3400922161419,436
53,1,20,814,3400939278551,41
53,1,20,814,3400939278902,21
53,1,20,814,3400949625529,24
53,1,20,815,3400938679007,256
53,1,20,815,3400939510491,774
53,1,60,814,3400922161587,1297
53,1,60,814,3400926775636,13
53,1,60,814,3400927384196,239
53,1,60,814,3400938014792,905
53,1,60,814,3400938014853,884
53,1,60,815,3400922161648,1583
53,2,20,814,3400922164199,763
53,2,20,814,3400939507941,1238
53,2,20,815,3400922161709,172
53,2,20,815,3400922165141,290
53,2,60,814,3400921867244,11731
53,2,60,814,3400939507361,9358
75,1,20,814,3400926775636,18
75,1,20,814,3400927384196,24
75,1,20,814,3400938014853,397
75,1,20,814,3400949625178,94
75,1,20,815,3400922161648,468
75,1,20,815,3400939279961,32
75,1,20,815,3400949626298,84
75,1,60,814,3400927384257,73
75,1,60,814,3400938632040,1644
75,1,60,814,3400939909608,558
75,1,60,815,3400921867992,11399
75,1,60,815,3400927384318,104
75,2,20,814,3400921866643,3406
75,2,20,814,3400921867244,4355
75,2,20,814,3400938621914,415
75,2,20,814,3400939507361,1985
75,2,20,815,3400922164489,451
75,2,20,815,3400938014914,224
75,2,20,815,3400939914459,46
75,2,60,814,3400922161419,5667
75,2,60,814,3400922165660,50
75,2,60,814,3400926775575,199
75,2,60,814,3400939278551,333
75,2,60,814,3400939278902,539
75,2,60,814,3400949625529,374
75,2,60,815,3400938679007,1786
75,2,60,815,3400949625987,713
76,1,20,814,3400939914749,50
76,1,20,815,3400938015164,272
76,1,60,814,3400922164199,3780
76,1,60,814,3400939507941,4926
76,1,60,815,3400922161709,1241
76,1,60,815,3400922165141,2586
76,1,60,815,3400926775926,66
76,1,60,815,3400927384486,16
76,1,60,815,3400938681185,2431
76,2,20,814,3400949625178,69
76,2,20,815,3400949626298,37
76,2,60,814,3400922161587,2165
76,2,60,814,3400938014792,5059
76,2,60,814,3400938632040,3864
76,2,60,814,3400939909608,447
76,2,60,815,3400921867992,13706
76,2,60,815,3400926775865,50
76,2,99,814,3400921867244,25
76,2,99,814,3400939507361,32
84,1,20,814,3400922162997,1620
84,1,20,814,3400922164199,1560
84,1,20,814,3400939507941,2110
84,1,20,815,3400921868654,3845
84,1,20,815,3400922161709,342
